X,Y,Function,Counts,Total_Time,Time_per_count
9,1000,GRID_C_R,9,4.070000000e-04,4.522222222e-05
9,1000,FILL_FUNC,2,9.120000000e-04,4.560000000e-04
9,1000,RAND,2,1.630000000e-04,8.150000000e-05
9,1000,AXPBY,128,9.800000000e-04,7.656250000e-06
9,1000,DOT_PRODUCT,109,4.640000000e-04,4.256880734e-06
9,1000,APPLY_STENCIL,45,3.800000000e-04,8.444444444e-06
9,1000,GRID,2,1.080000000e-04,5.400000000e-05
9,1000,CG,1,8.080000000e-04,8.080000000e-04
9,1000,GS_PRE_CON,21,5.830000000e-04,2.776190476e-05
9,1000,PCG,1,1.439000000e-03,1.439000000e-03
11,1000,GRID_C_R,9,4.670000000e-04,5.188888889e-05
11,1000,FILL_FUNC,2,5.990000000e-04,2.995000000e-04
11,1000,RAND,2,1.990000000e-04,9.950000000e-05
11,1000,AXPBY,128,1.252000000e-03,9.781250000e-06
11,1000,DOT_PRODUCT,109,9.000000000e-04,8.256880734e-06
11,1000,APPLY_STENCIL,45,4.380000000e-04,9.733333333e-06
11,1000,GRID,2,1.340000000e-04,6.700000000e-05
11,1000,CG,1,1.060000000e-03,1.060000000e-03
11,1000,GS_PRE_CON,21,8.140000000e-04,3.876190476e-05
11,1000,PCG,1,2.020000000e-03,2.020000000e-03
13,1000,GRID_C_R,9,5.280000000e-04,5.866666667e-05
13,1000,FILL_FUNC,2,7.030000000e-04,3.515000000e-04
13,1000,RAND,2,2.360000000e-04,1.180000000e-04
13,1000,AXPBY,128,1.409000000e-03,1.100781250e-05
13,1000,DOT_PRODUCT,109,6.270000000e-04,5.752293578e-06
13,1000,APPLY_STENCIL,45,5.440000000e-04,1.208888889e-05
13,1000,GRID,2,1.480000000e-04,7.400000000e-05
13,1000,CG,1,1.113000000e-03,1.113000000e-03
13,1000,GS_PRE_CON,21,9.110000000e-04,4.338095238e-05
13,1000,PCG,1,2.096000000e-03,2.096000000e-03
16,1000,GRID_C_R,9,7.920000000e-04,8.800000000e-05
16,1000,FILL_FUNC,2,8.610000000e-04,4.305000000e-04
16,1000,RAND,2,2.850000000e-04,1.425000000e-04
16,1000,AXPBY,128,1.732000000e-03,1.353125000e-05
16,1000,DOT_PRODUCT,109,7.850000000e-04,7.201834862e-06
16,1000,APPLY_STENCIL,45,5.700000000e-04,1.266666667e-05
16,1000,GRID,2,1.760000000e-04,8.800000000e-05
16,1000,CG,1,1.363000000e-03,1.363000000e-03
16,1000,GS_PRE_CON,21,1.135000000e-03,5.404761905e-05
16,1000,PCG,1,2.572000000e-03,2.572000000e-03
19,1000,GRID_C_R,9,9.100000000e-04,1.011111111e-04
19,1000,FILL_FUNC,2,1.018000000e-03,5.090000000e-04
19,1000,RAND,2,3.390000000e-04,1.695000000e-04
19,1000,AXPBY,128,2.011000000e-03,1.571093750e-05
19,1000,DOT_PRODUCT,109,9.340000000e-04,8.568807339e-06
19,1000,APPLY_STENCIL,45,6.520000000e-04,1.448888889e-05
19,1000,GRID,2,2.020000000e-04,1.010000000e-04
19,1000,CG,1,1.577000000e-03,1.577000000e-03
19,1000,GS_PRE_CON,21,1.698000000e-03,8.085714286e-05
19,1000,PCG,1,3.339000000e-03,3.339000000e-03
23,1000,GRID_C_R,9,1.110000000e-03,1.233333333e-04
23,1000,FILL_FUNC,2,1.231000000e-03,6.155000000e-04
23,1000,RAND,2,4.320000000e-04,2.160000000e-04
23,1000,AXPBY,128,2.582000000e-03,2.017187500e-05
23,1000,DOT_PRODUCT,109,1.100000000e-03,1.009174312e-05
23,1000,APPLY_STENCIL,45,8.740000000e-04,1.942222222e-05
23,1000,GRID,2,2.550000000e-04,1.275000000e-04
23,1000,CG,1,1.950000000e-03,1.950000000e-03
23,1000,GS_PRE_CON,21,2.036000000e-03,9.695238095e-05
23,1000,PCG,1,4.165000000e-03,4.165000000e-03
28,1000,GRID_C_R,9,1.287000000e-03,1.430000000e-04
28,1000,FILL_FUNC,2,1.495000000e-03,7.475000000e-04
28,1000,RAND,2,5.040000000e-04,2.520000000e-04
28,1000,AXPBY,128,3.027000000e-03,2.364843750e-05
28,1000,DOT_PRODUCT,109,1.366000000e-03,1.253211009e-05
28,1000,APPLY_STENCIL,45,1.055000000e-03,2.344444444e-05
28,1000,GRID,2,2.940000000e-04,1.470000000e-04
28,1000,CG,1,2.370000000e-03,2.370000000e-03
28,1000,GS_PRE_CON,21,2.529000000e-03,1.204285714e-04
28,1000,PCG,1,4.952000000e-03,4.952000000e-03
34,1000,GRID_C_R,9,1.617000000e-03,1.796666667e-04
34,1000,FILL_FUNC,2,1.810000000e-03,9.050000000e-04
34,1000,RAND,2,6.200000000e-04,3.100000000e-04
34,1000,AXPBY,128,4.017000000e-03,3.138281250e-05
34,1000,DOT_PRODUCT,109,1.669000000e-03,1.531192661e-05
34,1000,APPLY_STENCIL,45,1.541000000e-03,3.424444444e-05
34,1000,GRID,2,3.930000000e-04,1.965000000e-04
34,1000,CG,1,3.012000000e-03,3.012000000e-03
34,1000,GS_PRE_CON,21,3.776000000e-03,1.798095238e-04
34,1000,PCG,1,7.110000000e-03,7.110000000e-03
41,1000,GRID_C_R,9,1.864000000e-03,2.071111111e-04
41,1000,FILL_FUNC,2,2.233000000e-03,1.116500000e-03
41,1000,RAND,2,7.520000000e-04,3.760000000e-04
41,1000,AXPBY,128,4.676000000e-03,3.653125000e-05
41,1000,DOT_PRODUCT,109,1.722000000e-03,1.579816514e-05
41,1000,APPLY_STENCIL,45,1.764000000e-03,3.920000000e-05
41,1000,GRID,2,4.310000000e-04,2.155000000e-04
41,1000,CG,1,3.483000000e-03,3.483000000e-03
41,1000,GS_PRE_CON,21,4.588000000e-03,2.184761905e-04
41,1000,PCG,1,8.274000000e-03,8.274000000e-03
49,1000,GRID_C_R,9,2.218000000e-03,2.464444444e-04
49,1000,FILL_FUNC,2,2.642000000e-03,1.321000000e-03
49,1000,RAND,2,8.830000000e-04,4.415000000e-04
49,1000,AXPBY,128,5.879000000e-03,4.592968750e-05
